email,phone_number,age,age_group,credit_score,family_background,income,intent,comments
mitchellnicholas@example.com,+91 9196241083,50,46-55,732,Married,1840390.41,High,"Attended your webinar, convinced about the value proposition"
mary70@example.net,+91 8735245280,20,18-25,706,Single,390940.81,Low,"Looking for good value deals, can you provide better pricing?"
mendezsierra@example.com,+91 7658177458,42,36-45,640,Divorced,554177.3,Low,"Looking for basic options only, nothing too complex"
ericalyons@example.org,+91 9850592001,47,46-55,749,Single Parent,1117388.55,High,"My colleague recommended your service, very interested"
santiagoterri@example.com,+91 9521711851,35,26-35,637,Single,308227.87,Low,"Considering options carefully, need more technical details"
vdawson@example.org,+91 8058047103,53,46-55,781,Single Parent,1462547.77,High,"Attended your webinar, convinced about the value proposition"
gregory76@example.org,+91 8132073284,40,36-45,724,Married,1944526.69,High,Looking for high-quality solutions for my business needs
anthonyjohnston@example.net,+91 9806828848,32,26-35,726,Married,1422114.01,Low,"Not the decision maker, just gathering information"
underwooddeborah@example.com,+91 6832991078,45,36-45,705,Married with Children,2526633.16,High,"Very interested in premium products, please schedule a demo"
russellcharles@example.net,+91 6557209573,45,36-45,782,Married with Children,1251773.21,High,Ready to make a purchase decision within this week
moorejohn@example.net,+91 6424217377,23,18-25,612,Single,665877.04,Low,"Considering options carefully, need more technical details"
myersconnie@example.net,+91 6737724697,26,26-35,450,Married with Children,1776551.96,Low,Interested but needs approval from my manager first
ojohnson@example.com,+91 8839612728,28,26-35,728,Married with Children,1185329.71,High,"Current solution is not meeting our needs, exploring alternatives"
pharris@example.org,+91 8571152272,36,36-45,718,Single Parent,1339768.7,High,Comparing different premium options but leaning towards your product
jamestucker@example.net,+91 6990242400,30,26-35,671,Married with Children,671317.58,Low,Boss asked me to research but no immediate plans
brenda12@example.com,+91 8747582361,38,36-45,625,Divorced,969398.99,Low,"Price is a major concern, looking for budget-friendly options"
deborah56@example.org,+91 8938550932,19,18-25,627,Single,300000.0,Low,"Too many features, looking for something simpler"
smiller@example.org,+91 8140565557,23,18-25,682,Single,352449.57,Low,"Evaluating multiple solutions, yours is in top 3 contenders"
james00@example.net,+91 8179552585,41,36-45,607,Married with Children,1631606.06,High,"ROI calculations look promising, let's move forward"
shawnrogers@example.org,+91 6800136225,62,56-65,756,Married,1554922.56,High,"Looking for long-term partnership, not just one-time purchase"
morganwarner@example.org,+91 7244505483,52,46-55,774,Divorced,1258824.27,High,"ROI calculations look promising, let's move forward"
douglaskim@example.net,+91 6228566114,37,36-45,781,Divorced,1484535.74,High,"Budget approved by management, ready to proceed"
njames@example.org,+91 8314163861,23,18-25,642,Married,640921.4,Low,Need to understand if this is really necessary for us
ifischer@example.net,+91 9332103443,27,26-35,699,Single,928348.44,High,"Very interested in premium products, please schedule a demo"
dakota83@example.net,+91 6980281166,44,36-45,722,Married with Children,1268339.24,High,Comparing different premium options but leaning towards your product
kgutierrez@example.org,+91 6164000408,33,26-35,663,Single,595644.41,Low,"Evaluating multiple solutions, yours is in top 3 contenders"
paula82@example.org,+91 7231930643,22,18-25,637,Single,300000.0,Low,"Looking for basic options only, nothing too complex"
garciajoshua@example.org,+91 9804460767,25,18-25,644,Married,540736.32,Low,"Evaluating multiple solutions, yours is in top 3 contenders"
klara@example.net,+91 8284664383,52,46-55,793,Divorced,1272286.08,High,Comparing different premium options but leaning towards your product
llong@example.com,+91 8353290759,29,26-35,623,Married,861492.13,Low,"Considering options carefully, need more technical details"
oglenn@example.com,+91 8541577527,33,26-35,773,Single,851986.35,Low,"Small business, concerned about ongoing costs"
trujillotony@example.com,+91 6488798411,28,26-35,587,Married with Children,489596.73,Low,"Currently happy with existing solution, just exploring"
sherry33@example.com,+91 6056074254,45,36-45,764,Married with Children,1851235.32,High,"Need urgent solution for my project, can we fast-track this?"
emily56@example.net,+91 6833986025,36,36-45,745,Married with Children,1654072.53,High,"Looking for long-term partnership, not just one-time purchase"
qmadden@example.net,+91 7308486317,46,46-55,725,Divorced,1145884.34,High,"Current solution is not meeting our needs, exploring alternatives"
ldixon@example.com,+91 8505667516,79,65+,767,Single,559679.18,Low,Waiting for next quarter budget allocation to decide
fredolsen@example.net,+91 6745268227,37,36-45,730,Married,1814675.89,High,"ROI calculations look promising, let's move forward"
jean10@example.com,+91 7618396115,28,26-35,675,Single,829802.13,Low,Will consider in the future when business grows
ugarrett@example.org,+91 9366869128,19,18-25,661,Single,786140.18,Low,Interested but needs approval from my manager first
klane@example.com,+91 7530266698,36,36-45,723,Married with Children,1092088.53,High,"Attended your webinar, convinced about the value proposition"
patrick51@example.org,+91 9264871402,34,26-35,741,Married,1047442.27,Low,Impressed by features but implementation seems complex
clinekatie@example.com,+91 8007789573,50,46-55,820,Married with Children,993079.22,High,Looking for high-quality solutions for my business needs
ldawson@example.net,+91 9140576950,64,56-65,707,Married,1711595.8,High,"My colleague recommended your service, very interested"
jodipark@example.net,+91 6046369116,20,18-25,679,Single,402928.7,Low,Economic uncertainty makes us cautious about new purchases
nsilva@example.com,+91 6799185459,51,46-55,820,Married,1113144.45,High,"Very interested in premium products, please schedule a demo"
michelle12@example.net,+91 9524800159,33,26-35,691,Married with Children,937938.66,High,"Need urgent solution for my project, can we fast-track this?"
turnermisty@example.net,+91 6564774963,27,26-35,694,Single,1013669.54,Low,Interested but needs approval from my manager first
rachel22@example.org,+91 9585747185,27,26-35,450,Married with Children,1297308.08,Low,"Looking for good value deals, can you provide better pricing?"
patricia78@example.net,+91 6034848485,39,36-45,697,Single Parent,1250241.21,Low,Boss asked me to research but no immediate plans
mitchellmichael@example.com,+91 9051612944,52,46-55,813,Married,1710194.88,High,Looking for high-quality solutions for my business needs
ihodge@example.com,+91 9629591109,47,46-55,721,Married with Children,1510378.57,High,"Budget approved by management, ready to proceed"
shieldskelly@example.net,+91 7108286522,18,18-25,570,Single,602430.13,Low,Need to understand if this is really necessary for us
stevensjames@example.net,+91 7790909478,63,56-65,759,Married,1657237.02,High,"My colleague recommended your service, very interested"
claytonchavez@example.net,+91 7214211142,75,65+,769,Married,1618241.49,High,"Impressed with your product features, let's discuss pricing"
kimlee@example.net,+91 7360103511,27,26-35,676,Married,609838.27,High,"Attended your webinar, convinced about the value proposition"
heatherhouse@example.net,+91 6204231833,30,26-35,655,Married with Children,1117701.51,High,Ready to make a purchase decision within this week
levi67@example.com,+91 6265901299,34,26-35,667,Married,569633.81,High,Ready to make a purchase decision within this week
msmith1@example.com,+91 9204754022,43,36-45,705,Married with Children,840045.09,Low,Waiting for next quarter budget allocation to decide
emilyallison@example.net,+91 6981011588,20,18-25,693,Single,744820.22,Low,Need to focus on core business first before expanding
hgonzalez@example.org,+91 7598006299,20,18-25,565,Single,382606.07,Low,"Heard about your company, wanted to check what you offer"
nicolepetersen@example.org,+91 9644885865,48,46-55,820,Married with Children,1908595.39,High,Looking for high-quality solutions for my business needs
vancejennifer@example.net,+91 6296916166,58,56-65,820,Married,2195302.82,High,Expansion plans require robust solution like yours
wesley42@example.com,+91 9373943071,55,46-55,752,Single Parent,564968.13,High,"Attended your webinar, convinced about the value proposition"
kerri83@example.org,+91 6512144756,34,26-35,753,Married,1487682.81,High,Expansion plans require robust solution like yours
rodneyhayes@example.net,+91 9733188994,43,36-45,681,Single Parent,973316.13,High,"Attended your webinar, convinced about the value proposition"
yjohnson1@example.net,+91 7262240211,28,26-35,680,Single,491837.97,Low,"Looking for basic options only, nothing too complex"
sheenavazquez@example.net,+91 8483219313,70,65+,809,Married,748543.65,High,"Had a great experience with your competitor, want to switch"
vjimenez@example.net,+91 9329365862,55,46-55,787,Single Parent,1423221.02,High,"Willing to pay for quality service, budget is not a constraint"
terrypatrick@example.com,+91 6824746921,54,46-55,820,Married with Children,2800627.03,High,"ROI calculations look promising, let's move forward"
catherine46@example.net,+91 7758430138,33,26-35,792,Married,507740.24,High,"Looking for long-term partnership, not just one-time purchase"
andrewgalloway@example.com,+91 6281973670,26,26-35,627,Married with Children,812731.71,High,"Current solution is not meeting our needs, exploring alternatives"
ashley01@example.org,+91 8314127886,46,46-55,679,Married with Children,1318402.2,High,"Impressed with your product features, let's discuss pricing"
josewood@example.org,+91 7198468438,38,36-45,632,Married with Children,830667.6,Low,"Timeline is flexible, but quality is most important factor"
neilsummers@example.org,+91 8890325344,32,26-35,636,Single,333271.64,Low,"Evaluating multiple solutions, yours is in top 3 contenders"
rodriguezmartin@example.com,+91 8984606347,27,26-35,727,Married,935982.07,High,"Attended your webinar, convinced about the value proposition"
alvarezkristin@example.net,+91 6771982236,35,26-35,713,Married with Children,719218.41,Low,Might purchase in the next few months if budget allows
fernandezbrandon@example.net,+91 8408748731,23,18-25,548,Single,300000.0,Low,"Current solution works fine, just checking alternatives"
mitchelldanielle@example.org,+91 6898462787,61,56-65,795,Divorced,1100340.52,High,"ROI calculations look promising, let's move forward"
bryan31@example.com,+91 6167093884,23,18-25,696,Married,930887.57,High,Comparing different premium options but leaning towards your product
gcruz@example.com,+91 6563259297,48,46-55,820,Married with Children,2726335.72,High,Expansion plans require robust solution like yours
mcdanielmartha@example.org,+91 6376518959,55,46-55,712,Married with Children,1901726.34,High,"Had a great experience with your competitor, want to switch"
hilldebbie@example.com,+91 9039869936,26,26-35,670,Married with Children,1661325.71,High,Comparing different premium options but leaning towards your product
